cycle,price_wheat,price_rice,price_corn,price_water,price_labor,price_kernels,alive,deaths,gini_gold,total_money,avg_gold,max_gold,min_gold,avg_food,mean_capitalism,mean_survivalism,mean_sustainability,std_capitalism,std_survivalism,std_sustainability,unit_injected,unit_absorbed,unit_net,unit_processing,unit_kernels,bank_loaned,bank_interest_collected,bank_deposit_interest,landlords,bank_owned_land,foreclosures
116,12.729,3.838,9.249,2.334,3.91,14.315,100,0,0.822,27663.2,22.11,420.7,-4.0,42.4,0.019,0.09,-0.033,0.214,0.176,0.138,225.51,132.82,92.69,3.3,2510,769.85,149.79,851.28,72,128,128
117,13.642,3.954,8.533,2.4,3.988,15.516,100,0,0.8243,27917.47,18.95,267.37,-2.0,43.6,0.028,0.094,-0.038,0.213,0.174,0.141,174.79,251.95,-77.16,2.7,2509,488.05,169.1,865.17,70,129,129
118,12.179,4.105,8.18,2.392,3.925,15.86,100,0,0.7856,27568.21,19.86,200.56,-2.0,43.6,0.014,0.094,-0.04,0.205,0.155,0.13,221.0,204.82,16.18,3.7,2522,460.92,123.53,876.34,67,130,130
119,12.826,4.194,7.177,2.306,3.961,15.211,100,0,0.7857,27798.96,18.33,160.1,-4.0,42.6,0.012,0.092,-0.038,0.203,0.153,0.13,108.8,192.11,-83.31,1.9,2518,320.26,155.04,886.36,68,131,131
120,13.906,4.1,7.372,2.471,3.992,15.447,100,0,0.7897,28311.83,19.62,239.76,-4.0,42.4,0.015,0.097,-0.036,0.192,0.152,0.131,286.37,16.73,269.64,5.7,2562,330.0,101.8,898.01,68,133,133
121,14.195,4.288,7.708,2.565,3.701,15.578,100,0,0.7904,28793.35,19.64,229.22,-4.0,40.9,0.013,0.099,-0.036,0.186,0.147,0.12,196.08,86.26,109.82,3.8,2583,311.67,85.56,909.13,67,133,133
122,15.382,4.539,7.825,2.18,3.852,15.883,100,0,0.8611,28572.68,26.55,1000.0,-4.0,40.0,0.026,0.104,-0.048,0.203,0.149,0.146,161.88,68.54,93.34,3.0,2596,109.5,86.79,911.88,67,134,134
123,15.8,4.319,7.683,2.341,4.212,13.787,100,0,0.8319,29226.91,29.91,1000.0,-3.98,39.3,0.026,0.108,-0.046,0.201,0.139,0.146,323.2,34.94,288.26,5.9,2640,542.28,118.79,923.67,68,134,134
124,16.287,4.429,7.776,2.229,4.45,14.291,100,0,0.8262,27689.6,26.89,800.0,-3.98,40.5,0.034,0.113,-0.048,0.213,0.143,0.15,123.69,60.96,62.73,2.3,2646,120.03,102.0,936.29,68,135,135
125,15.795,4.149,6.701,2.293,3.783,15.027,100,0,0.8682,28050.36,29.68,1110.57,-3.98,40.4,0.038,0.115,-0.043,0.208,0.14,0.14,239.49,141.48,98.01,4.4,2668,205.0,88.14,944.36,69,135,135
126,17.107,3.852,7.706,2.232,3.841,14.684,100,0,0.9054,28748.84,38.17,942.64,-2.0,38.8,0.04,0.118,-0.041,0.197,0.134,0.133,276.77,116.81,159.96,5.9,2707,392.19,74.52,949.83,66,137,137
127,18.042,3.789,7.942,1.957,3.636,13.995,100,0,0.8689,28432.06,33.74,794.57,-4.0,38.0,0.034,0.121,-0.046,0.201,0.136,0.133,253.51,161.52,91.99,4.7,2731,399.61,114.65,967.26,65,140,140
128,15.336,3.557,7.149,2.076,3.957,14.155,100,0,0.8667,28454.63,43.08,794.57,-4.0,40.5,0.034,0.121,-0.042,0.203,0.137,0.134,27.8,30.78,-2.98,0.5,2721,290.0,85.69,969.21,64,140,140
129,16.339,3.952,7.385,2.197,4.167,15.103,100,0,0.849,28799.41,34.12,690.33,-4.0,38.7,0.032,0.12,-0.046,0.205,0.136,0.13,195.16,140.14,55.02,3.9,2738,204.0,64.98,988.81,63,141,141
130,15.14,3.748,7.748,2.329,4.197,14.586,100,0,0.8467,28658.67,43.54,1066.36,-4.0,39.3,0.034,0.121,-0.049,0.209,0.137,0.13,201.59,116.89,84.7,3.9,2757,120.0,72.25,989.65,64,144,144
131,15.505,3.983,7.134,2.43,4.088,15.529,100,0,0.8197,28409.46,29.88,677.5,-4.0,40.7,0.048,0.124,-0.047,0.199,0.137,0.123,135.6,112.33,23.27,2.5,2762,390.0,55.95,1014.23,65,145,145
132,15.094,4.11,7.655,2.324,4.309,16.232,100,0,0.8348,27074.43,28.25,676.08,-4.0,42.3,0.064,0.132,-0.05,0.199,0.132,0.132,29.95,223.06,-193.11,0.6,2742,250.0,72.12,1025.48,64,147,147
133,15.659,4.126,7.809,2.265,4.213,15.464,100,0,0.8155,27298.09,25.61,667.54,-4.0,40.7,0.054,0.129,-0.054,0.198,0.131,0.133,187.58,285.69,-98.11,3.5,2748,222.52,96.94,1038.17,65,148,148
134,16.89,3.939,7.934,2.31,3.959,15.509,100,0,0.7919,27310.4,28.99,616.12,-4.0,41.2,0.06,0.129,-0.055,0.203,0.132,0.132,174.94,68.44,106.5,3.2,2763,219.0,81.3,1045.19,66,148,148
135,16.258,3.928,7.89,2.406,3.889,14.849,100,0,0.7881,26951.08,29.73,614.71,-4.0,42.0,0.059,0.129,-0.057,0.205,0.133,0.135,177.73,136.68,41.05,3.2,2774,295.0,93.53,1056.51,66,151,151
136,16.468,3.675,8.406,2.221,3.725,15.365,100,0,0.7953,27233.36,20.21,290.35,-4.0,40.2,0.048,0.124,-0.054,0.206,0.13,0.126,82.85,130.67,-47.82,1.5,2768,245.0,75.83,1076.93,65,152,152
137,17.419,3.772,8.777,2.29,3.845,13.699,100,0,0.8015,27078.25,21.71,288.45,-4.0,39.8,0.053,0.125,-0.046,0.2,0.129,0.122,241.24,186.91,54.33,4.1,2785,484.68,93.78,1090.12,67,153,153
138,16.936,3.988,8.63,2.348,3.804,14.648,100,0,0.8105,27536.3,21.46,236.55,-4.0,39.8,0.046,0.121,-0.045,0.204,0.126,0.123,147.46,0.3,147.16,2.4,2795,311.04,70.24,1104.25,66,155,155
139,17.637,3.744,8.118,2.51,3.628,15.47,100,0,0.8116,27428.44,16.07,172.96,-4.0,41.8,0.057,0.125,-0.042,0.204,0.129,0.123,90.62,338.37,-247.75,1.5,2776,200.15,57.18,1118.66,67,156,156
140,19.093,4.008,8.41,2.651,3.604,16.589,100,0,0.7856,27755.67,15.36,139.9,-4.0,40.2,0.053,0.126,-0.04,0.205,0.128,0.125,215.93,34.03,181.9,3.8,2798,190.91,61.03,1133.47,66,157,157
141,18.791,4.185,8.727,2.478,3.486,17.839,100,0,0.8162,26303.32,19.98,334.44,-3.87,41.8,0.059,0.125,-0.042,0.202,0.126,0.118,217.81,127.74,90.07,3.7,2814,198.94,57.11,1142.38,63,158,158
142,20.337,4.485,8.626,2.467,4.009,17.804,100,0,0.7944,26835.46,19.52,313.43,-3.87,39.0,0.063,0.126,-0.042,0.197,0.126,0.12,305.46,256.01,49.45,5.0,2837,468.87,71.6,1157.13,63,158,158
143,20.326,4.335,9.241,2.34,3.989,17.943,100,0,0.7837,27079.15,18.49,301.91,-3.75,40.0,0.069,0.122,-0.047,0.197,0.126,0.117,18.11,2.2,15.91,0.3,2826,357.36,91.36,1172.11,63,159,159
144,20.104,4.321,9.62,2.276,3.774,15.815,100,0,0.7885,26996.9,19.45,238.15,-2.0,40.5,0.082,0.126,-0.054,0.202,0.126,0.122,310.52,19.94,290.58,4.8,2859,240.0,85.6,1187.05,61,159,159
145,20.439,4.176,9.905,2.578,3.792,15.986,100,0,0.7643,27275.07,20.52,191.33,-2.0,40.2,0.087,0.124,-0.054,0.204,0.122,0.12,289.56,18.4,271.16,4.3,2887,320.0,92.5,1200.44,66,161,161
146,19.956,3.596,10.243,2.566,3.564,15.807,100,0,0.7752,27516.11,16.65,171.76,-4.0,39.4,0.088,0.123,-0.045,0.205,0.12,0.116,152.53,89.43,63.1,2.2,2890,126.66,90.02,1216.49,67,161,161
147,20.17,3.613,9.49,2.623,3.902,14.979,100,0,0.7871,27825.73,14.85,170.7,-4.0,38.8,0.088,0.124,-0.046,0.192,0.118,0.12,107.55,86.94,20.61,1.5,2886,155.0,58.16,1230.95,68,162,162
148,17.93,3.574,10.127,2.495,4.075,15.581,100,0,0.7706,28037.67,15.49,157.14,-4.0,38.0,0.095,0.114,-0.053,0.194,0.157,0.156,86.36,67.91,18.45,1.3,2881,328.43,75.83,1244.76,67,162,162
149,16.769,3.98,10.773,2.343,4.222,16.424,100,0,0.7833,28608.93,19.75,202.91,-4.0,39.5,0.108,0.106,-0.07,0.197,0.182,0.177,248.11,121.08,127.03,3.5,2895,515.29,97.14,1258.76,66,163,163
150,15.692,3.836,10.548,2.426,4.367,15.399,100,0,0.7699,28938.42,22.89,216.35,-4.0,38.2,0.1,0.102,-0.066,0.193,0.182,0.177,188.51,90.64,97.87,2.5,2901,565.0,76.24,1272.21,63,167,167
151,15.483,4.013,10.707,2.244,4.195,16.293,100,0,0.8143,29493.15,21.71,333.86,-4.0,36.6,0.099,0.101,-0.064,0.189,0.172,0.167,361.81,84.79,277.02,4.9,2931,200.0,66.2,1288.96,65,168,168
152,15.868,3.876,10.612,2.36,4.266,17.304,100,0,0.78,29808.34,28.08,321.26,-4.0,37.2,0.118,0.096,-0.043,0.215,0.174,0.199,149.91,197.13,-47.22,2.0,2926,705.02,107.28,1299.06,68,169,169
153,17.355,3.77,11.363,2.385,4.42,18.004,100,0,0.8046,29620.81,24.82,318.66,-4.0,38.5,0.111,0.098,-0.046,0.213,0.165,0.192,141.14,38.07,103.07,1.9,2929,27.92,108.58,1314.77,70,172,172
154,16.784,3.704,11.056,2.535,4.425,19.12,100,0,0.8282,30071.72,31.56,1010.68,-4.0,38.2,0.096,0.1,-0.047,0.212,0.161,0.178,135.21,79.22,55.99,1.7,2928,355.81,103.1,1323.47,68,172,172
155,17.423,3.848,11.42,2.456,4.421,20.598,100,0,0.7879,30784.68,23.17,375.37,-4.0,38.4,0.082,0.099,-0.039,0.207,0.15,0.17,441.13,21.03,420.1,5.7,2970,256.22,111.06,1350.53,65,172,172
156,17.561,4.162,11.43,2.567,4.393,19.614,100,0,0.825,30168.94,22.46,312.77,-4.0,37.8,0.085,0.1,-0.04,0.205,0.15,0.172,231.82,183.76,48.06,2.9,2977,305.0,80.11,1367.35,61,172,172
157,17.09,4.589,10.925,2.478,4.247,20.68,100,0,0.7954,30050.8,19.0,162.81,-4.0,37.2,0.078,0.105,-0.036,0.214,0.153,0.199,480.05,86.9,393.15,6.0,3018,340.0,94.92,1389.79,63,173,173
158,17.563,4.215,10.645,2.303,4.147,19.741,100,0,0.7942,30216.65,18.52,192.03,-4.0,37.4,0.073,0.1,-0.037,0.216,0.153,0.199,175.88,0.2,175.68,2.3,3026,345.0,87.04,1408.61,62,174,174
159,17.996,4.131,10.909,2.278,4.518,18.28,100,0,0.8268,30353.75,19.24,241.23,-4.0,37.5,0.08,0.099,-0.036,0.215,0.151,0.191,290.58,65.13,225.45,3.9,3047,213.67,70.31,1424.98,62,177,177
160,16.162,4.26,11.541,2.271,4.194,16.592,100,0,0.8277,30861.84,19.41,272.28,-4.0,37.5,0.073,0.108,-0.039,0.227,0.172,0.19,99.27,201.08,-101.81,1.3,3035,627.34,92.83,1441.74,65,177,177
161,15.778,3.911,12.292,2.508,4.17,16.928,100,0,0.8734,31446.65,21.55,437.99,-4.0,36.9,0.061,0.104,-0.039,0.232,0.165,0.181,331.24,92.06,239.18,4.1,3056,284.44,87.05,1457.34,66,177,177
162,17.292,4.043,12.706,2.474,3.848,17.743,100,0,0.8599,32106.21,29.72,586.81,-4.0,38.1,0.059,0.095,-0.04,0.238,0.16,0.172,189.29,149.96,39.33,2.2,3055,860.0,121.45,1470.12,64,177,177
163,16.491,4.061,12.167,2.469,3.901,17.916,100,0,0.8422,32277.36,33.23,583.13,-2.0,37.6,0.062,0.096,-0.043,0.241,0.15,0.174,444.7,19.52,425.18,5.0,3089,465.98,152.64,1488.31,65,180,180
164,16.058,4.152,12.748,2.523,3.501,16.069,100,0,0.8603,32553.38,29.5,475.53,-4.0,38.3,0.063,0.097,-0.049,0.231,0.147,0.172,85.17,296.12,-210.95,1.0,3069,428.99,100.62,1507.16,66,183,183
165,15.931,3.994,10.836,2.37,3.491,16.441,100,0,0.8348,32587.06,34.67,663.69,-4.0,38.0,0.071,0.098,-0.043,0.246,0.146,0.175,544.37,0.0,544.37,6.1,3115,548.78,124.56,1526.2,66,187,187
166,15.795,3.791,12.143,2.461,3.777,15.947,100,0,0.8348,32203.45,29.84,451.86,-4.0,40.4,0.096,0.095,-0.048,0.258,0.143,0.174,364.06,415.97,-51.91,4.8,3125,255.56,105.17,1546.61,67,187,187
167,16.078,3.594,12.295,2.513,3.423,17.18,100,0,0.8478,30336.34,25.23,494.69,-4.0,40.9,0.11,0.095,-0.054,0.26,0.143,0.191,382.5,456.09,-73.59,4.5,3129,510.0,95.79,1569.53,69,188,188
168,16.437,3.782,13.257,2.297,3.792,18.358,100,0,0.8268,30834.53,24.59,482.25,-4.0,41.1,0.113,0.096,-0.054,0.26,0.144,0.189,275.39,132.69,142.7,3.2,3139,505.58,94.73,1590.21,69,189,189
169,17.29,4.022,13.47,2.183,3.576,18.787,100,0,0.835,29287.78,27.28,618.66,-4.0,41.9,0.121,0.097,-0.064,0.281,0.148,0.211,324.8,0.0,324.8,3.5,3159,470.0,89.68,1609.38,71,189,189
170,17.996,4.147,13.159,2.319,3.405,18.44,100,0,0.8085,29893.92,25.65,487.57,-4.0,40.4,0.125,0.095,-0.061,0.274,0.142,0.197,462.02,289.32,172.7,4.9,3179,340.75,97.03,1630.46,70,189,189
171,17.686,3.879,13.696,2.465,3.534,16.823,100,0,0.8063,30443.88,26.3,423.99,-4.0,40.9,0.12,0.1,-0.07,0.25,0.158,0.192,285.53,40.76,244.77,3.1,3192,495.38,109.48,1651.34,69,191,191
172,18.655,3.673,13.772,2.341,3.802,18.184,100,0,0.8102,31302.79,30.79,603.82,-4.0,39.1,0.118,0.102,-0.073,0.255,0.156,0.187,306.8,130.03,176.77,3.2,3201,717.16,146.01,1669.15,71,191,191
173,17.818,3.619,13.673,2.318,4.076,19.74,100,0,0.7977,30583.96,30.08,651.12,-2.0,40.6,0.115,0.104,-0.06,0.255,0.153,0.188,298.84,400.24,-101.4,3.1,3196,150.03,149.35,1685.31,71,191,191
174,16.555,4.003,13.564,2.25,3.815,19.254,100,0,0.7766,30078.93,26.21,237.4,-2.0,41.3,0.126,0.099,-0.059,0.249,0.154,0.185,401.97,325.71,76.26,4.2,3207,500.0,102.63,1706.14,72,193,193
175,16.843,3.818,13.888,2.319,3.799,18.441,100,0,0.7497,30603.63,27.5,246.06,-2.0,39.8,0.124,0.098,-0.056,0.245,0.15,0.172,341.82,381.23,-39.41,3.6,3209,624.98,117.55,1724.41,74,194,194
176,15.971,4.144,13.518,2.026,3.659,19.729,100,0,0.7443,31647.98,35.36,290.22,-2.0,39.3,0.111,0.099,-0.055,0.249,0.152,0.173,719.43,101.63,617.8,7.4,3262,577.5,170.03,1743.42,75,194,194
177,16.357,3.909,13.892,2.127,3.75,20.785,100,0,0.7704,32341.49,38.98,494.33,-2.0,37.9,0.118,0.098,-0.053,0.246,0.144,0.168,558.3,238.72,319.58,5.9,3294,525.62,162.15,1761.36,80,194,194
178,16.474,3.653,14.019,2.238,3.434,19.406,100,0,0.7899,33114.43,38.72,507.42,-4.0,37.2,0.115,0.095,-0.053,0.242,0.145,0.158,447.3,183.01,264.29,4.6,3316,470.0,123.8,1784.06,81,195,195
179,16.16,3.602,13.512,2.275,3.531,19.07,100,0,0.8044,33711.79,44.89,996.75,-2.0,37.4,0.112,0.098,-0.054,0.239,0.142,0.157,9.81,43.99,-34.18,0.1,3299,529.65,153.44,1799.13,81,197,197
180,16.278,3.815,13.074,2.338,3.405,20.386,100,0,0.773,33749.92,32.81,363.82,-2.0,36.8,0.108,0.097,-0.052,0.241,0.142,0.154,85.12,272.91,-187.79,0.9,3279,352.81,181.35,1828.18,80,200,200
181,16.4,3.249,13.856,2.533,3.274,18.525,100,0,0.8012,33837.09,27.19,348.1,-2.0,37.3,0.111,0.096,-0.051,0.245,0.141,0.145,183.02,202.03,-19.01,2.0,3274,249.45,120.23,1851.05,82,201,201
182,16.458,3.603,14.649,2.627,3.087,19.428,100,0,0.7939,34076.65,28.67,351.31,-2.0,36.9,0.124,0.098,-0.049,0.245,0.144,0.139,397.65,529.83,-132.18,4.1,3273,697.07,102.52,1871.13,83,202,202
183,16.723,3.424,15.912,2.381,3.186,20.592,100,0,0.7731,33402.34,23.41,234.27,-2.0,36.6,0.129,0.11,-0.047,0.255,0.166,0.184,266.59,42.74,223.85,2.6,3281,50.0,110.33,1895.21,82,202,202
184,15.518,3.609,14.941,2.068,3.37,20.581,100,0,0.7823,34075.16,24.98,327.09,-4.0,35.3,0.115,0.104,-0.049,0.249,0.163,0.185,467.8,294.46,173.34,4.2,3294,449.38,83.02,1916.2,82,203,203
185,15.933,3.728,14.014,2.378,3.528,19.073,100,0,0.8202,33850.4,18.03,312.77,-4.0,34.2,0.11,0.108,-0.044,0.243,0.174,0.177,230.1,408.5,-178.4,2.2,3282,226.63,168.27,1939.72,82,203,203
186,14.584,3.608,14.621,2.485,3.666,19.159,100,0,0.8368,32794.19,19.39,383.41,-4.0,36.9,0.12,0.101,-0.05,0.257,0.18,0.196,343.35,419.6,-76.25,3.5,3281,430.17,85.3,1960.87,79,203,203
187,14.817,3.368,13.361,2.578,3.69,20.537,100,0,0.8664,33580.36,25.34,612.03,-4.0,36.1,0.12,0.095,-0.044,0.252,0.18,0.188,399.14,21.07,378.07,3.9,3303,590.0,100.26,1982.06,79,204,204
188,15.149,3.682,13.858,2.263,3.749,19.466,100,0,0.8312,33996.87,27.95,491.71,-6.0,36.6,0.13,0.087,-0.049,0.256,0.167,0.183,439.59,90.36,349.23,4.7,3330,381.82,98.06,2005.48,76,204,204
189,15.998,4.112,14.324,2.356,3.767,18.857,100,0,0.8013,34732.96,30.25,411.62,-6.0,34.7,0.134,0.088,-0.047,0.255,0.167,0.183,417.15,21.41,395.74,4.3,3356,411.04,101.7,2027.45,76,206,206
190,17.391,3.727,15.067,2.301,4.029,20.437,100,0,0.7855,35230.35,32.72,408.02,-6.0,35.8,0.13,0.083,-0.042,0.259,0.168,0.185,160.43,125.37,35.06,1.6,3350,495.0,133.77,2048.45,71,207,207
191,16.745,4.0,16.178,2.434,3.995,21.451,100,0,0.7818,35717.98,36.94,395.72,-6.0,35.4,0.129,0.077,-0.044,0.247,0.16,0.184,284.77,314.83,-30.06,2.7,3347,602.66,160.77,2066.43,68,208,208
192,15.88,3.889,14.058,2.401,3.779,22.322,100,0,0.7565,35592.2,40.87,441.72,-4.0,37.9,0.146,0.071,-0.041,0.25,0.169,0.169,464.29,188.77,275.52,4.1,3364,404.54,205.48,2087.92,69,212,212
193,14.971,3.929,14.045,2.555,3.986,21.04,100,0,0.7472,36710.2,47.57,596.2,-4.0,36.6,0.153,0.073,-0.037,0.239,0.169,0.161,383.79,246.04,137.75,3.9,3377,897.86,205.0,2110.12,70,214,214
194,15.856,4.152,14.296,2.634,3.836,20.07,100,0,0.815,35429.14,41.51,587.82,-4.0,36.6,0.149,0.077,-0.038,0.241,0.168,0.159,216.3,140.56,75.74,2.2,3377,20.0,170.06,2137.15,68,215,215
195,15.787,3.763,13.539,2.48,3.631,21.312,100,0,0.8352,35895.73,42.65,594.44,-4.0,37.4,0.144,0.072,-0.038,0.243,0.165,0.157,450.3,221.87,228.43,4.5,3395,470.0,241.15,2160.32,68,218,218
196,15.334,3.722,14.875,2.546,3.627,20.706,100,0,0.8228,36770.34,46.42,730.02,-4.0,36.0,0.144,0.073,-0.038,0.239,0.164,0.156,246.41,23.94,222.47,2.6,3403,768.19,180.34,2183.72,70,219,219
197,15.223,3.612,14.491,2.366,3.614,19.672,100,0,0.8651,37536.25,55.07,1659.18,-4.0,38.2,0.138,0.057,-0.023,0.247,0.173,0.184,322.77,228.07,94.7,3.1,3407,1450.0,221.83,2209.89,70,222,222
198,15.29,3.314,13.522,2.479,4.056,20.694,100,0,0.889,40948.15,84.41,4430.68,-2.0,37.5,0.136,0.052,-0.019,0.243,0.171,0.186,517.34,240.03,277.31,5.1,3430,3355.0,357.26,2234.13,71,224,224
199,15.426,3.398,14.859,2.754,4.035,20.448,100,0,0.8989,40794.16,69.4,3268.43,-2.0,37.9,0.143,0.052,-0.022,0.24,0.167,0.174,425.91,433.5,-7.59,4.5,3439,607.66,362.0,2273.11,71,229,229
200,14.024,3.459,15.828,2.495,4.014,20.875,100,0,0.8834,36057.83,58.64,2007.92,-2.0,39.3,0.159,0.049,-0.019,0.239,0.164,0.175,488.84,337.89,150.95,4.7,3454,525.41,347.22,2309.08,71,232,232
201,15.415,3.978,15.831,2.546,4.125,21.648,100,0,0.8567,36850.76,58.25,1842.92,-4.0,37.6,0.165,0.049,-0.012,0.233,0.164,0.178,753.44,46.72,706.72,6.8,3503,421.41,332.46,2338.13,72,232,232
202,15.326,3.798,15.122,2.508,4.507,22.934,100,0,0.7876,36503.9,39.45,901.02,-4.0,36.8,0.163,0.048,-0.01,0.231,0.163,0.174,398.95,905.4,-506.45,3.6,3484,470.0,354.49,2373.61,75,232,232
203,15.518,3.925,15.379,2.678,4.919,21.644,100,0,0.8572,36140.05,58.67,2639.0,-4.0,36.9,0.157,0.055,-0.012,0.224,0.175,0.175,433.99,253.66,180.33,4.1,3498,248.84,356.07,2376.61,78,234,234
204,15.347,3.593,15.386,2.517,5.275,22.578,100,0,0.7726,35600.95,23.84,284.57,-4.0,37.3,0.159,0.061,-0.0,0.224,0.177,0.173,226.07,380.93,-154.86,2.1,3486,375.0,316.54,2434.07,78,235,235
205,15.435,3.406,15.625,2.628,5.746,23.709,100,0,0.7627,36112.95,25.08,262.7,-3.09,35.4,0.155,0.057,0.0,0.228,0.172,0.17,269.25,174.55,94.7,2.5,3487,364.81,132.34,2458.97,77,237,237
206,15.611,3.53,15.08,2.486,6.029,24.925,100,0,0.7925,35859.53,22.1,260.1,-4.0,37.0,0.152,0.056,0.007,0.229,0.172,0.162,317.21,130.4,186.81,2.9,3494,120.0,353.63,2485.56,77,238,238
207,15.68,3.54,14.984,2.516,5.244,25.839,100,0,0.7999,35288.98,21.29,321.3,-4.0,36.7,0.165,0.063,0.004,0.233,0.179,0.155,232.24,301.8,-69.56,2.2,3488,180.0,78.97,2510.79,77,239,239
208,16.247,3.698,15.023,2.365,4.685,27.409,100,0,0.8342,36213.73,33.37,1036.47,-4.0,35.3,0.167,0.066,0.003,0.223,0.178,0.155,346.15,59.35,286.8,3.3,3502,653.79,122.39,2529.81,77,240,240
209,17.088,3.573,15.48,2.291,4.192,29.619,100,0,0.8754,38298.44,45.27,2404.32,-4.0,35.5,0.163,0.067,0.003,0.227,0.174,0.153,294.45,30.15,264.3,2.8,3512,2058.5,220.7,2563.4,77,241,241
210,16.711,3.321,15.854,2.372,4.579,31.323,100,0,0.8925,38989.31,47.72,2255.17,-4.0,35.3,0.151,0.061,-0.004,0.231,0.169,0.148,314.24,195.48,118.76,2.9,3518,650.0,232.16,2591.24,76,244,244
211,18.094,3.365,15.961,2.434,4.099,30.715,100,0,0.8737,39865.31,48.52,2138.02,-4.0,33.5,0.147,0.063,-0.007,0.236,0.169,0.14,499.42,104.26,395.16,4.5,3543,504.2,254.86,2621.64,75,245,245
212,17.969,3.321,17.02,2.507,4.245,33.005,100,0,0.8779,39948.31,54.09,1698.52,-4.0,32.9,0.162,0.065,-0.008,0.233,0.166,0.139,424.58,236.71,187.87,3.8,3557,462.56,615.3,2639.7,77,246,246
213,18.222,3.281,17.718,2.257,4.636,30.876,100,0,0.8328,37595.28,40.77,1197.05,-4.0,32.0,0.154,0.061,-0.003,0.237,0.163,0.141,297.85,72.92,224.93,2.5,3563,589.3,470.17,2682.13,77,246,246
214,19.347,3.547,18.768,2.307,4.149,31.796,100,0,0.8572,37080.98,35.02,895.57,-4.0,31.9,0.146,0.057,-0.009,0.23,0.154,0.134,272.87,408.06,-135.19,2.2,3556,35.68,444.48,2708.18,77,248,248
215,19.376,3.599,16.954,2.55,4.33,28.772,100,0,0.8832,36965.03,52.9,1879.73,-4.0,32.5,0.131,0.048,-0.004,0.233,0.15,0.13,183.94,70.86,113.08,1.4,3551,417.15,595.11,2715.7,76,249,249
216,19.307,3.666,16.091,2.414,4.728,26.943,100,0,0.8431,37454.39,42.15,803.37,-4.0,32.0,0.126,0.043,-0.006,0.235,0.146,0.131,534.06,63.3,470.76,4.5,3577,511.39,597.42,2756.05,76,250,250
217,20.452,3.341,15.409,2.398,4.23,25.554,100,0,0.8682,39335.82,57.26,1842.35,-4.0,32.6,0.126,0.05,-0.014,0.237,0.163,0.14,506.88,29.64,477.24,4.5,3603,2260.55,700.52,2787.7,73,252,252
218,17.946,3.086,15.696,2.282,3.791,25.489,100,0,0.8726,39236.8,58.49,1660.42,-6.0,33.1,0.112,0.052,-0.022,0.229,0.164,0.141,237.3,56.32,180.98,2.2,3605,264.3,690.11,2812.54,71,253,253
219,17.129,3.479,14.642,2.343,4.351,25.61,100,0,0.8603,40258.17,46.0,1400.94,-6.0,34.1,0.117,0.049,-0.018,0.232,0.164,0.145,593.3,142.1,451.2,5.4,3636,1356.69,530.4,2865.04,72,254,254
220,18.633,3.655,14.594,2.529,4.475,26.844,100,0,0.858,40677.34,46.89,1274.72,-6.0,33.4,0.114,0.053,-0.016,0.226,0.168,0.14,512.46,198.39,314.07,5.0,3661,270.04,252.97,2894.58,74,256,256
221,19.436,3.362,15.5,2.55,4.494,27.752,100,0,0.8441,40200.15,29.59,455.63,-3.88,33.2,0.114,0.052,-0.018,0.217,0.167,0.142,173.66,590.56,-416.9,1.7,3640,140.0,219.34,2935.04,74,257,257
222,19.376,3.511,16.265,2.524,4.464,29.71,100,0,0.8517,39851.29,26.4,451.39,-3.88,33.7,0.103,0.049,-0.028,0.222,0.189,0.147,75.95,427.68,-351.73,0.7,3615,160.13,90.61,2964.08,74,258,258
223,16.47,3.344,15.338,2.585,4.549,27.364,100,0,0.8339,40228.33,26.46,487.99,-3.88,32.7,0.099,0.05,-0.027,0.219,0.186,0.149,284.65,0.0,284.65,2.5,3622,308.6,109.31,2997.34,74,260,260
224,16.521,3.843,14.638,2.655,4.964,26.448,100,0,0.7738,40624.21,30.62,336.15,-3.88,33.1,0.101,0.051,-0.027,0.228,0.186,0.145,236.22,0.0,236.22,2.2,3626,231.06,123.41,3025.95,73,262,262
225,16.452,3.872,15.051,2.319,5.411,26.605,100,0,0.7973,40766.01,23.97,380.0,-3.88,34.1,0.091,0.053,-0.015,0.233,0.199,0.173,389.38,495.58,-106.2,3.8,3629,100.0,116.59,3061.28,72,262,262
226,16.782,3.914,13.641,2.288,5.893,25.669,100,0,0.808,41148.21,21.75,329.0,-3.88,33.6,0.09,0.055,-0.015,0.23,0.19,0.169,326.63,29.27,297.36,3.1,3641,190.0,108.09,3097.37,72,265,265
227,16.814,4.023,14.233,2.31,5.835,27.214,100,0,0.7923,41793.19,28.48,289.44,-5.88,32.0,0.083,0.056,-0.019,0.226,0.184,0.152,286.46,0.0,286.46,3.0,3653,330.0,130.87,3124.2,76,267,267
228,15.791,3.716,14.438,2.162,6.35,27.687,100,0,0.7681,42435.25,28.46,258.16,-3.65,31.8,0.093,0.062,-0.017,0.225,0.186,0.15,219.18,29.93,189.25,2.2,3656,420.0,134.44,3159.04,77,268,268
229,18.16,3.713,14.853,2.08,6.352,30.183,100,0,0.7955,42951.51,28.54,377.41,-3.65,32.3,0.111,0.064,-0.027,0.216,0.179,0.138,131.39,31.16,100.23,1.3,3650,410.0,114.3,3194.39,75,269,269
